jahr;name;beschreibung;zahl;mh;daten;land;lat;lon;fehler;url;bild1;bild2;bild3;Strasse ;PLZ ;Ort;Anlagentyp
2016;Hotel Annelies;Neubau Badewasseraufbereitung 32 m³/h, Infinity Pool 20 m²;32;m³/h;32 m³/h;AT;47.4289;13.8264;;;;;;;;;
2016;Hotel Lindenhof;Neubau Badewasseraufbereitung;24;m³/h;24 m³/h;AT;47.1658;16.0153;;;;;;;;;
2016;Reisseck;Sanierung Badewasseraufbereitung ;210;m³/h;210 m³/h;AT;47.0114;13.3767;;;;;;;;;
2016;Telfs;Neubau Badewasseraufbereitung 488 m³/h, Großraumrutsche 90 m³/h;488;m³/h;488 m³/h;;47.3094;11.0669;;;;;;;;;
2016;Hallenbad und Freibad Telfs;Neubau Badewasseraufbereitung;310;m³/h;310 m³/h;AT;47.3075;11.0667;;;;;;;;;
2017;Therme St. Kathrein Bad Kleinkirchheim;Neubau Badewasseraufbereitung 800 m³/h, Halle 1: Neubau u. Rutschenanlage, Halle 2: Sanierung und Adaptierung Bestandstechnik;;; ;AT;46.8117;13.7917;;;;;;;;;
2017;Erlebnisbad Schladming;Neubau Badewasseraufbereitung;28;m³/h;28 m³/h;AT;47.3925;13.6856;;;;;;;;;
2017;Freibad Wien Süd Lastenstrasse;Neubau Badewasseraufbereitung, Edelstahlbecken;60;m³/h;60 m³/h;AT;48.1645;16.3328;;;;;;;;;
2017;Freibad Pfarrwiesengasse;Neubau Badewasseraufbereitung, Edelstahlbecken;35;m³/h;35 m³/h;AT;48.1778;16.3103;;;;;;;;;
2017;Freibad Altmannsdorferstrasse;Neubau Badewasseraufbereitung 135 m³/h, Edelstahlbecken 200 m²;;; ;AT;48.1747;16.3092;;;;;;;;;
2017;Freibad Breitenfurterstrasse;Neubau Badewasseraufbereitung, Edelstahlbecken;26;m³/h;26 m³/h;AT;48.2411;16.3619;;;;;;;;;
2017;MA34 Meiselstrasse;Neubau Springbrunnenanlage;20;m³/h;20 m³/h;AT;48.197888888151475;16.32097736667385;;;;;;Leopold Mistinger Platz / Meiselstrasse;1150;Wien;Wasserspielanlage
2017;Heinz Nittel Hof Bad 5;Filtersanierung 120 m³/h, Foliensanierung 250 m²;;; ;AT;48.1847;16.3572;;;;;;;;;
2017;Hauptplatz Wr. Neustadt;Neubau Brunnenanlage;30;m³/h;30 m³/h;AT;47.8156;16.2428;;;;;;;;;
2017;Hallenbad Vitalhotel Bad Birnbach;Sanierung Filteranlage Schaltschranktechnik;126;m³/h;126 m³/h;AT;48.4394;13.0933;;;;;;;;;
2017;Alpenbad Mautern;Neubau Badewasseraufbereitung ;343;m³/h;343 m³/h;AT;47.4078;15.0044;;;;;;;;;
2017;Hallenbad und Freibad Döbling;Sanierung Badewasseraufbereitung ;855;m³/h;855 m³/h;AT;48.2486;16.3522;;;;;;;;;
2017;Wohnhausanlage Lössweg;Fliesenbecken, HKLS / Elektrotechnik;30;m³/h;30 m³/h;AT;48.26047302718999;16.447475410854242;;;;;;Lössweg 3;1220;Wien;WHA
2017;Freibad Mattersburg;Wasserspielgarten 4 Attraktionen, Montage Wärmepumpe;15;m³/h;15 m³/h;AT;47.7333;16.4;;;;;;;;;
2017;Schlossbad Pitten;Solarabsorber, Wärmetauscher zur Systemtrennung Druckerhöhungspumpen;390;m²;390 m²;AT;47.7192;16.1428;;;;;;;;;
2017;Freibad Brunn am Gebirge;Folienauskleidung;85;m²;85 m²;AT;48.1131;16.2878;;;;;;;;;
2017;Freibad Gloggnitz;Foliensanierung ;705;m²;705 m²;AT;47.6792;15.9314;;;;;;;;;
2017;Sportzentrum Gstaad;Sanierung und Neubau Badewasseraufbereitung 506 m³/ h, Landebecken u. Röhrenrutsche 60 m³/ h;506;m³/ h;506 m³/ h;CH;46.4703;7.285;;;;;;;;;
2017;Freibad Altheim;Sanierung Badewasseraufbereitung;470;m³/h;470 m³/h;AT;48.2533;13.4044;;;;;;;;;
2017;Freibad Selzthal;Sanierung Solaranlage mit Wärmetauscher, Pumpe u. Verrohrung;;; ;AT;47.5375;14.2858;;;;;;;;;
2017;Hallenbad und Freibad Hollabrunn;Foliensanierung;1087;m²;1087 m²;AT;48.5508;16.0819;;;;;;;;;
2017;Freibad Aschbach ;Neubau Badewasseraufbereitung;252;m³/h;252 m³/h;AT;48.1008;15.0067;;;;;;;;;
2017;Freibad Andorf;Neubau Badewasseraufbereitung ;561;m³/h;561 m³/h;;48.35;13.6167;;;;;;;;;
2017;Freibad Bad Sauerbrunn;Foliensanierung ;33;m²;33 m²;AT;47.7603;16.3197;;;;;;;;;
2017;Gartenbad Reinach;Neubau Badewasseraufbereitung;1400;m³/h;1400 m³/h;CH;47.4897;7.5897;;;;;;;;;
2017;Freibad Waidring;Sanierung Beckenhydraulik, Baukörper und Folienauskleidung;170;m³/h;170 m³/h;AT;47.5828;12.5697;;;;;;;;;
2017;Freibad Einsiedlerpark;Neubau Badewasseraufbereitung;75;m²;75 m²;AT;48.1744;16.3528;;;;;;;;;
2017;OÖ GKK Vöcklabruck;Neubau Badewasseraufbereitung;399;m³/h;399 m³/h;AT;48.0069;13.6525;;;;;;;;;
2017;Hotel Mohr Life Resort GmbH & Co KG;Neubau Badewasseraufbereitung Badehaus 105 m³/h, Filteranlagen, Dosieranlagen, MSR Anlagen, Verrohrungen 189 m²;;; ;AT;47.3842;10.9025;;;;;;;;;
2017;Therme Geinberg;Filtersanierung;100;m³/h;100 m³/h;AT;48.2569;13.3244;;;;;;;;;
2017;Johannesbad Bad Füssing;Pumpensanierung auf IE5 Motoren;2000;m³/h;2000 m³/h;DE;48.3562;13.312;;;;;;;;;
2017;John Harris 1010 Wien;Sanierung Badewasseraufbereitung, Foliensanierung;50;m³/h;50 m³/h;AT;48.2077;16.3736;;;;;;;;;
2017;Freibad Pressbaum ;Neubau Badewasseraufbereitung, Edelstahlbecken, Wasserrutsche Wärmepumpe;315;m³/h;315 m³/h;AT;48.1986;16.0333;;;;;;;;;
2017;Strandbad Baden;Sanierung der Verrohrungen, Armaturen u. Umwälzpumpen;1.340;m³/h;1340 m³/h;AT;48.0058;16.2275;;;;;;;;;
2017;Sonnenth. Lutzmannsburg;Duozon Dosieranlage;40;m³/h;40 m³/h;AT;47.4569;16.5117;;;;;;;;;
2017;Alpenbad Schrempf;Sanierung Folienauskleidung;;; ;AT;47.5575;13.9419;;;;;;;;;
2017;Mosaik;Sanierung Filteranlage;41;m³/h;41 m³/h;AT;47.0707;15.4395;;;;;;;;;
2017;Freibad Kapfenberg;Sanierung Beckenverrohrung ;;; ;AT;47.4452;15.2917;;;;;;;;;
2017;Aqua City St. Pölten;Sanierung Badewasseraufbereitung 325 m³/h Wasserfläche 617 m², Energiecontracting, Neubau und Sanierung 221 m³/h, Badewasseraufbereitung, Adaptierung Lüftung Sauna Folienauskleidung 14.600 m³/h, Sanierung Heizung Sanitär 19 m³/h, E-Installation, Sanierung Brandschotte;;; ;AT;48.2031;15.6197;Kontrolle korrekte Zuteilung technische Daten ;;;;;Schießstattring 15;3100;St. Pölten;
2018;Wiener Neustadt Wiener Strasse;Neubau Springbrunnenanlage;30;m³/h;30 m³/h;AT;47.8156;16.2428;;;;;;;;;
2018;Hein Nittel Hof Bad 2;Filtersanierung DB2;150;m³/h;150 m³/h;AT;48.27825211529718;16.422974210855003;;;;;;Ruthnergasse 91 / Stg. 13 ;1210;Wien;WHA Heinz Nittel Hof
2018;Schwadorf NMS;Sanierung Badewasseraufbereitung Folienbecken 120 m³/h, Flüssigdosierung 200 m²;120;m³/h;120 m³/h;AT;48.0661;16.5744;;;;;;;;;
2018;Freibad Oberwang;Neubau Badewasseraufbereitung, Badewasserdesinfektion Chlorgranulatanlage, Breitrutsche, Spieloase, Wasserigel, Kleinkinderrutsche, Förderstromreduzierung;230;m³/h;230 m³/h;AT;47.8947;13.4281;;;;;;;;;
2018;Bruck/Leitha Parkbad;Sanierung Anlagenbau und Filter ;345;m³/h;345 m³/h;AT;48.0167;16.7833;;;;;;;;;
2018;Hotel Tauernhof, Flachau;Neubau Dachpool mit Infinityrinne Unterwasserscheinwerfer;42;m²;42 m²;AT;47.3428;13.3947;;;;;;;;;
2018;Römerbad Bad Kleinkirchheim;Sanierung Badewasseraufbereitung und HKLS Anlagen;561;m³/h;561 m³/h;AT;46.812;13.7931;;;;;;;;;
2018;Hallenbad Aqua Nova;Neubau Rutsche 100 m, Attraktivierung Kinderbereich Beamerwand 808 m³/h;100;m ;100 m ;AT;47.8211;16.2394;;;;;;;;;
2018;Kindererlebniswelt Zugspitz Resort, Ehrwald;2 Kinderrutschen 15 m³/h, 2 Bodyracer 412 m³/h, Triple Slide, Dachpool mit Hallen-/ Außenbecken;;; ;AT;47.3967;10.9219;;;;;;;;;
2018;Gesundheitseinrichtung Josefhof;Neubau Badewasseraufbereitung;55;m³/h;55 m³/h;AT;47.1083;15.5095;;;;;;;;;
2018;Alpenbad Schrempf;Sanierung Folienauskleidung;240;m³/h;240 m³/h;AT;47.5575;13.9419;;;;;;;;;
2018;SKA RZ Aflenz;Sanierung Badewasseraufbereitung, HKLS- Heizungs- sowie Sanitärinstallationen ;134;m³/h;134 m³/h;AT;47.5436;15.2425;;;;;;;;;
2018;Freibad Greifensee;Sanierung Badewasseraufbereitung;90;m³/h;90 m³/h;AT;47.3664;8.6828;;;;;;;;;
2018;Freibad Tieschen;Sanierung Badewasseraufbereitung;206;m³/h;206 m³/h;AT;46.7833;15.9;;;;;;;;;
2018;Freibad Sportzentrum Kapfenberg;Sanierung Badewasseraufbereitung;206;m³/h;206 m³/h;AT;47.4452;15.2917;;;;;;;;;
2018;Freibad Anger;Sanierung Badewasseraufbereitung;449;m²;449 m²;AT;47.195;15.5672;;;;;;;;;
2018;Therme Lutzmannsburg;Sanierung Betriebswasserversorgung;;; ;AT;47.4569;16.5117;;;;;;;;;
2018;Freibad Reichenfels;Lieferung Desinfektionsanlage;;; ;AT;46.9386;14.7372;;;;;;;;;
2018;Augartenbad Graz;Teilsanierung Bädertechnik;;; ;AT;47.0692;15.4506;;;;;;;;;
2018;Hotel Feuerberg ;Neubau Badewasseraufbereitung;209;m³/h;209 m³/h;AT;46.68;13.8439;;;;;;;;;
2019;Sagedergasse;Neubau Springbrunnenanlage;15;m³/h;15 m³/h;AT;48.1839;16.3283;;;;;;;;;
2019;Heinz Nittel Hof Bad 3;Foliensanierung;250;m²;250 m²;AT;48.185;16.357;;;;;;;;;
2019;Freibad Braunhubergasse;Neubau Edelstahlbecken;35;m³/h;35 m³/h;AT;48.1825;16.4036;;;;;;;;;
2019;Heinz Nittel Hof Bad 8;Foliensanierung;250;m²;250 m²;AT;48.1848;16.3575;;;;;;;;;
2019;Heinz Nittel Hof Bad 9;Filtersanierung DB6;150;m³/h;150 m³/h;AT;48.1849;16.3578;;;;;;;;;
2019;Brunn am Gebirge;Sanierung Brunnenanlage;10;m³/h;10 m³/h;AT;48.1131;16.2878;;;;;;;;;
2019;Sonderpädagogisches Förderzentrum Hausham;Neubau Badewasseraufbereitung ;30;m³/h;30 m³/h;DE;47.7525;11.8347;;;;;;;;;
2019;Freibad Biotop City;Neubau Edelstahlbecken;30;m³/h;30 m³/h;AT;48.1578;16.3425;;;;;;;;;
2019;Freibad Wien Süd Mellergründe;Neubau Badewasseraufbereitung, Chlorgranulat -Dosierung, Edelstahlbecken ;;; ;AT;48.1561;16.3342;;;;;;;;;
2019;Wohnhausanlage Barawitzkagasse;Neubau PV Anlage 60 m³/h, 40 m²;;; ;AT;48.2542;16.3336;;;;;;;;;
2019;Freibad Brauhausstrasse Schwechat;Neubau Badewasseraufbereitung, Chlorgranulat Dosierung, Edelstahlbecken ;60;m³/h;60 m³/h;AT;48.1458;16.4697;;;;;;;;;
2019;Freibad Triesterstrasse Wien;Neubau Badewasseraufbereitung, Chlorgranulat Dosierung, Edelstahlbecken;60;m³/h;60 m³/h;AT;48.1528;16.3497;;;;;;;;;
2019;Marienhof Mönchhof;Neubau Badewasseraufbereitung Folienbecken, Flüssigdosierung;60;m³/h;60 m³/h;AT;47.8836;16.9319;;;;;;;;;
2019;Erzherzog-Karl-Strasse ;Neubau Badewasseraufbereitung Folienbecken Flüssigdosierung;31,5;m³/h;31,5 m³/h;AT;48.2261;16.4547;;;;;;;;;
2019;Biotope City CC3;Neubau Badewasseraufbereitung Flüssigdosierung;64;m³/h;64 m³/h;AT;48.1578;16.3425;;;;;;;;;
2019;Hotel Almmonte Wagrain;Neubau Badewasseraufbereitung;20;m³/h;20 m³/h;AT;47.3319;13.2972;;;;;;;;;
2019;Kreis-Caritas-Schule Freyung;Neubau Badewasseraufbereitung mit Chlor-Elektrolyse und Hubboden;34;m³/h;34 m³/h;DE;48.8033;13.5486;;;;;;;;;
2019;Vamed Therme Geinberg;Sanierung Badewasseraufbereitung ;239;m³/h;239 m³/h;AT;48.2569;13.3244;;;;;;;;;
2019;JUFA Hotel Mariazell-Sigmundsberg;Sanierung Badewasseraufbereitung;13;m³/h;13 m³/h;AT;47.77;15.3036;;;;;;;;;
2019;Augartenbad Graz;Teilsanierung Badewasseraufbereitung;912;m³/h;912 m³/h;AT;47.0692;15.4506;;;;;;;;;
2019;Freibad Grosshöchstetten;Sanierung Badewasseraufbereitung;491;m³/h;491 m³/h;CH;46.9078;7.6275;;;;;;;;;
2019;Wiener Stadionbad;Neubau Rutschenpumpe und Schaltschrank;100;m³/h;100 m³/h;AT;48.2025;16.4167;;;;;;;;;
2019;Schwimmbad Schattendorf;Sanierung Filteranlage;350;m³/h;350 m³/h;AT;47.7639;16.5042;;;;;;;;;
2019;Therme Laa;Sanierung Kinderbecken;110;m³/h;110 m³/h;AT;48.7164;16.3881;;;;;;;;;
2020;Freibad Mühldorf;Sanierung Badewasseraufbereitung, Wasserspielgarten;107;m³/h;107 m³/h;DE;48.2436;12.5286;;;;;;;;;
2020;EEC Krapfenwaldbad;Neubau Badewasseraufbereitung;532;m³/h;532 m³/h;AT;48.2531;16.3372;;;;;;;;;
2020;EEC Strandbad Alte Donau;Neubau Badewasseraufbereitung;328;m³/h;328 m³/h;AT;48.2411;16.4186;;;;;;;;;
2020;Stadwerke Mühldorf Freibad;Sanierung Badewasseraufbereitung Kinderspielgarten;107;m³/h;107 m³/h;AT;48.2436;12.5286;;;;;;;;;
2020;Johannesbad Hotels Königshof Bad Füssing;Sanierung Badewasseraufbereitung;30;m³/h;30 m³/h;DE;48.3589;13.3092;;;;;;;;;
2020;Freibad Payerbach;Neubau Badewasseraufbereitung, Planung, Lieferung, Montage und Inbetriebnahme ;250;m³/h;250 m³/h;AT;47.6906;15.8692;;;;;;;;;
2020;Hotel Moar Gut, Grossarl;Neubau Badewasseraufbereitung;159;m³/h;159 m³/h;AT;47.2403;13.1886;;;;;;;;;
2020;Eurotherme Bad Schallerbach;Sanierung Teilstrom-Ozonanlage;175;m³/h;175 m³/h;AT;48.2333;13.8167;;;;;;;;;
2020;Therme Geinberg;Badewasseraufbereitung und VA-Kaltwasserbecken ;10;m³/h;10 m³/h;AT;48.2569;13.3244;;;;;;;;;
2020;Schigymnasium Stams;Sanierung Badewasseraufbereitung und Beckenfolierung;73;m³/h;73 m³/h;AT;47.2703;10.9811;;;;;;;;;
2020;Hotel Lürzerhof;Neubau Badewasseraufbereitung, Folienauskleidung Technischer Behälter, Schaltschrank für Warmbecken;46;m³/h;46 m³/h;AT;47.3828;13.4692;;;;;;;;;
2020;Stukitzbad Graz;Sanierung Badewasseraufbereitung;606;m³/h;606 m³/h;AT;47.0964;15.4581;;;;;;;;;
2020;GWT Swiss;Neubau Badewasseraufbereitung Brunnenanlage Seewasserwerk Moos;54;m³/h;54 m³/h;CH;47.3739;8.5383;;;;;;;;;
2020;Stadtgemeinde Kapfenberg Sportzentrum;Sanierung Badewasseraufbereitung und Kinderbecken Halle;;; ;AT;47.4452;15.2917;;;;;;;;;
2020;Gemeinde Birsfelden;Sanierung Badewasseraufbereitung Schwimmhalle;78;m³/h;78 m³/h;CH;47.5539;7.6217;;;;;;;;;
2020;Hallenbad oberes Rheintal - Altstätten;Neubau Badewasseraufbereitung;502;m³/h;502 m³/h;CH;47.3756;9.5403;;;;;;;;;
2020;Residenz Adele;Neubau Badewasseraufbereitung Schwimmbecken;40;m³/h;40 m³/h;AT;47.0681;15.4258;;;;;;;;;
2020;Freibad Aqua Nova Wr. Neustadt;Neubau Badewasseraufbereitung;510;m³/h;510 m³/h;AT;47.8211;16.2394;;;;;;;;;
2020;Leobersdorf Freibad;Neubau Solaranlage;680;m²;680 m²;AT;47.9;16.2167;;;;;;;;;
2020;Familiypark;Neubau Badewasseraufbereitung Wasserspielgarten;27;m³/h;27 m³/h;AT;47.7967;16.6978;;;;;;;;;
2020;Sieveringer Gasse;Sanierung Badewasseraufbereitung, Fliesenbecken und Rutschenpumpe;35;m³/h;35 m³/h;AT;48.2461;16.3336;;;;;;;;;
2020;St. Veit an der Gölsen;Neubau Badewasseraufbereitung ;53;m³/h;53 m³/h;AT;48.0128;15.7164;;;;;;;;;
2020;Händelgasse;Sanierung Folienauskleidung;;; ;AT;48.1847;16.3308;;;;;;;;;
2020;Gürtelfrische West;Neubau Container Badewasseraufbereitung ;30;m³/h;30 m³/h;AT;48.1967;16.3392;;;;;;;;;
2020;Pado Galerien Parndorf;Neubau Brunnen Badewasseraufbereitung;40;m³/h;40 m³/h;AT;47.9969;16.8483;;;;;;;;;
2020;Hallenbad Gänserndorf;Sanierung/Neubau Hallenbad, HKLS und Elektrotechnik;230;m³/h;230 m³/h;AT;48.2967;16.7217;;;;;;;;;
2021;Turn- und Schwimmhalle Birsfelden;Sanierung Badewasseraufbereitung BKP 359;78;m³/h;78 m³/h;CH;47.5542;7.6225;;;;;;;;;
2021;Hallenbad Schulzentrum Deutschfeistritz;Sanierung Badewasseraufbereitung;107;m³/h;107 m³/h;AT;47.1914;15.335;;;;;;;;;
2021;Hallenbad Joahnnes-De-La-Salle-Gasse;Neubau Badewasseraufbereitung, HKLS, Sauna;130;m³/h;130 m³/h;AT;48.1872;16.3214;;;;;;;;;
2021;Laa an der Thaya;Sanierung Anlagenverrohrung;;; ;AT;48.7164;16.3881;;;;;;;;;
2021;Coca Cola;Neubau Badewasseraufbereitung Edelstahlbecken;64;m³/h;64 m³/h;AT;48.16574742702822;16.34991426852120;;;;;;Zelda Kaplan Weg 5;1100;Wien;WHA
2021;Hotel Lürzerhof, Untertauern;Neubau Badewasseraufbereitung;46;m³/h;46 m³/h;AT;47.3828;13.4692;;;;;;;;;
2021;Biotope City – BPL 3 1220 Wien;Neubau Badewasseraufbereitung ;64;m³/h;64 m³/h;AT;48.1578;16.3425;;;;;;;;;
2021;Freibad Mauerkirchen;Sanierung Badewasseraufbereitung;652;m³/h;652 m³/h;AT;48.1761;13.1189;;;;;;;;;
2021;Freibad Schattendorf;Neubau Badewasseraufbereitung ;440;m³/h;440 m³/h;AT;47.7639;16.5042;;;;;;;;;
2021;Seminarhotel Lengbachhof;Neubau Badewasseraufbereitung;24;m³/h;24 m³/h;AT;48.1722;15.9294;;;;;;;;;
2021;Freibad Mureck;Sanierung Badewasseraufbereitung;464;m³/h;464 m³/h;AT;46.7083;15.7983;;;;;;;;;
2021;Gästehaus Hartweger;Neubau Badewasseraufbereitung Hotelbecken;30;m³/h;30 m³/h;AT;47.4017;13.7317;;;;;;;;;
2021;Eis Greissler;Neubau Badewasseraufbereitung Sprayparks/Bachläufe;90;m³/h;90 m³/h;AT;47.5611;16.1711;;;;;;;;;
2021;Bad Radkersburg;Neubau Chemikaliendosieranlagen;;; ;AT;46.6875;15.9917;;;;;;;;;
2021;Romulus;Neubau Badewasseraufbereitung;10;m³/h;10 m³/h;AT;48.1814266248422;16.383504639686400;;;;;;Bloch-Bauer-Promenade 8;1100;Wien;WHA
2021;Naturhotel Euler;Neubau Badewasseraufbereitung;90;m³/h;90 m³/h;DE;47.5578;12.6956;;;;;;;;;
2021;Hotel Liftplatzl;Neubau Badewasseraufbereitung;19;m³/h;19 m³/h;AT;47.0781;13.0983;;;;;;;;;
2021;Sitzenberg;Neubau Badewasseraufbereitung 300 m³/h, Edelstahlbecken 300 m²;300;m³/h;300 m³/h;AT;48.2942;15.775;;;;;;;;;
2021;TrIIIple Türme;Neubau 2x Edelstahlbecken;28 m³/h, 72 m²;;28 m³/h, 72 m² ;AT;48.1908;16.3922;;;;;;;;;
2021;Stadionbad Wien;Neubau Badewasseraufbereitung, HKLS und Elektrotechnik;510;m³/h;510 m³/h;AT;48.2025;16.4167;;;;;;;;;
2021;Hallenbad Adliswil;Sanierung Badewasseraufbereitung;290;m³/h;290 m³/h;CH;47.3194;8.5211;;;;;;;;;
2021;Aenea Hotel;Sanierung Badewasseraufbereitung;;; ;AT;46.6156;14.1697;;;;;;;;;
2021;Hotel Kreuzwirt;Sanierung Kinderbad;;; ;AT;46.6336;13.0817;;;;;;;;;
2021;Bergeralm Hotel Feuerberg;Sanierung Badewasseraufbereitung;;; ;AT;46.68;13.8439;;;;;;;;;
2021;Seevillen Techelsberg;Neubau Badewasseraufbereitung;;; ;AT;46.6464;14.1061;;;;;;;;;
2021;Freizeit Graz Augartenbad;Generalsanierung Badewasseraufbereitung;912;m³/h;912 m³/h;AT;47.0692;15.4506;;;;;;;;;
2021;Freizeit Graz Stukitzbad;Generalsanierung Badewasseraufbereitung;610;m³/h;610 m³/h;AT;47.0964;15.4581;;;;;;;;;
2021;GWT Swiss Schwerzenbach;Neubau Badewasseraufbereitung;;; ;CH;47.3872;8.6564;;;;;;;;;
2022;Hotel Schachner;Neubau Badewasseraufbereitung;56;m³/h;56 m³/h;AT;48.1997;15.3653;;;;;;;;;
2022;Alt Erlaa Wohnpark;Sanierung der Beckenverrohrung von 5 Dachbädern;;; ;AT;48.1542;16.3208;;;;;;;;;
2022;Freibad Altlengbach;Foliensanierung;70;m²;70 m²;AT;48.165;15.8903;;;;;;;;;
2022;Freibad Hotel Das Schmidt;Neubau und Sanierung Badewasseraufbereitung 156 m², Edelstahlbecken 105 m³/h;;; ;AT;47.7958;16.6892;;;;;;;;;
2022;Freibad Schattendorf;Neubau und Sanierung Badewasseraufbereitung inkl. Folienauskleidung 310 m³/h, Schwalldusche 455 m²;;; ;AT;47.7639;16.5042;;;;;;;;;
2022;OptimaMed, Bad Mitterndorf;Sanierung Badewasseraufbereitung 109,5 m³, 164,2 m²;;; ;AT;47.5544;13.8828;;;;;;;;;
2022;Freibad Oggau;Neubau Wasserspielgarten 9 Attrakionen;12;m³;12 m³;AT;47.8272;16.6731;;;;;;;;;
2022;Hotel Balance ;Neubau Badewasseraufbereitung;12;m³/h;12 m³/h;AT;46.6197;14.1797;;;;;;;;;
2022;Kombibad Simmering;Folierung Lehrbecken/Kinderbecken;;; ;AT;48.1653;16.4211;;;;;;;;;
2022;Hallenbad und Freibad Badi Reiden;Neubau und Sanierung Badewasseraufbereitung ;765;m³/h;765 m³/h;CH;47.245;7.9714;;;;;;;;;
2022;Hotel Kristall Leutasch;Neubau Badewasseraufbereitung inkl. Verrohrung, Schaltanlage, MSR, Edelstahlbecken;30;m³/h;30 m³/h;AT;47.3819;11.1636;;;;;;;;;
2022;Schernthaner Touristik Sport und Apartment Kleinarl;Neubau Badewasseraufbereitung;28;m³/h;28 m³/h;AT;47.2667;13.3;;;;;;;;;
2022;Natur Aparthotel Puitalm;Neubau Badewasseraufbereitung;27;m³/h;27 m³/h;AT;47.3769;11.0639;;;;;;;;;
2022;Heinz Nittel Hof Bad 1;Sanierung Filterbehälter;150;m³/h;150 m³/h;AT;48.1847;16.3571;;;;;;;;;
2022;Heinz Nittel Hof Bad 6;Sanierung Folienauskleidung;250;m²;250 m²;AT;48.1849;16.3574;;;;;;;;;
2022;FDO Living GmbH Wien;Neubau Badewasseraufbereitung, Edelstahlbecken;39;m³/h;39 m³/h;AT;48.1786;16.3669;;;;;;;;;
2022;BWA The Ring;Neubau Badewasseraufbereitung, Polypropylenbecken, Errichtung Schaltschrank;18;m³/h;18 m³/h;AT;48.2044;16.3708;;;;;;;;;
2022;Stadt Zürich Immobilien;Neubau Badewasseraufbereitung, Schulschwimmanlage Tannenrauch;110;m³/h;110 m³/h;CH;47.3739;8.5383;;;;;;;;;
2022;V22;Neubau Badewasseraufbereitung;45;m³/h;45 m³/h;AT;48.24370;16.43252;;;;;;;;;
2022;Hugo Wolf Park;Sanierung Badewasseraufbereitung;;; ;AT;48.23971;16.33484;;;;;;;;;
2022;Palaishotel am Stadtpark;Neubau Badewasseraufbereitung, Fliesenbecken;60;m³/h;60 m³/h;AT;48.2053;16.3775;;;;;;;;;
2022;The Marks ;Neubau Badewasseraufbereitung 54m³/h, Edelstahlbecken Schwimmerbecken 103 m², Edelstahl Kinderbecken 8 m²;;; ;AT;48.1883;16.3953;;;;;;;;;
2022;Nordbahnhof;Neubau Badewasseraufbereitung 36 m³/h, Edelstahlbecken 90 m²;;; ;AT;48.2297;16.3897;;;;;;;;;
2022;Rehab Zentrum Stadlau Physikalisches Institut;Sanierung Badewasseraufbereitung, Massageschlauch, Unterwasserlaufband;25;m³/h;25 m³/h;AT;48.2403;16.4681;;;;;;;;;
2022;Brunnen Wöllersdorf-Steinabrückl;Neubau Brunnen inkl. Scheinwerfer, 5 Düsen;11;m³/h;11 m³/h;AT;47.8664;16.1978;;;;;;;;;
2022;Schwimmbad Schibelacher Magden;Sanierung Badewasseraufbereitung;120;m³/h, 242 m²;120 m³/h, 242 m²;CH;47.5242;7.8233;;;;;;;;;
2022;Händelgasse;Sanierung Badewasseraufbereitung;80;m³/h;80 m³/h;AT;48.1847;16.3308;;;;;;;;;
2022;Atzgersdorferstraße;Neubau Badewasseraufbereitung;50;m³/h, 124,74 m³;50 m³/h, 124,74 m³;AT;48.1586;16.3083;;;;;;;;;
2023;Hotel „Nils am See“, Seehaus Weiden;Neubau Badewasseraufbereitung, Edelstahlbecken;43;m³/h;43 m³/h;AT;47.8231;16.9456;;;;;;;;;
2023;Brigittenauerbad;Neubau Badewasseraufbereitung, Folienbecken, Chlorgasdosieranlage, Mobile Beckenabdeckung;210;m³/h, 321 m²;210 m³/h, 321 m²;AT;48.2392;16.3728;;;;;;;;;
2023;Hotel Prägant, Bad Kleinkirchheim;Neubau und Sanierung Schwimmbadtechnik und Badewasseraufbereitung;42;m³/h, 68 m²;42 m³/h, 68 m²;AT;46.812;13.7931;;;;;;;;;
2023;WEG Attemsgasse, vertreten durch Hübl&Partner Immobilien GmBH;Sanierung Wellnessbereich, Sauna + LED, Foliensanierung, Sanierung Decken, Wände, Fliesen, Sanitäranlagen, Neubau Dampfbad;49;m³/h, 94 m²;49 m³/h, 94 m²;AT;48.2369;16.4422;;;;;;;;;
2023;Hotel an der Therme Bad Gleichenberg;Poolanbau – Badewasseraufberietung und VA-Solebecken;19;m³/h;19 m³/h;AT;46.8747;15.9114;;;;;;;;;
2023;Pamhagen Vila Vita;Badewassertechnik;139;m³/h;139 m³/h;AT;47.7967;16.6978;;;;;;;;;
2023;Poolhaus St. Tropez;Schwimmbadtechnik;;; ;F;43.2678;6.64;;;;;;;;;
2023;Gemeindeverwaltung Birmensdorf ;Freibad Geren Badewasseraufbereitung;;; ;CH;47.355;8.4375;;;;;;;;;
2023;Stadt Uster Hallenbad Buchholz;Sanierung HB Buchholz Bädertechnik;;; ;CH;47.3478;8.7206;;;;;;;;;
2023;Heinz Nittel Hof Bad 3;Sanierung Folienauskleidung;250;m²;250 m²;AT;48.27844;16.42124;;;;;;;;;
